comment,"OptiTrack Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: A comment. You can ignore this information"
comment,"== info: Reports the file format version number, the number of rigid body definitions, and"
comment,"==       total number of exported frames"
comment,"== rigidbody: Details a rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Rigid Body Count (integer) number of rigid bodies tracked in current frame"
comment,"==    -- Rigid Body ID, Position, Quaternion Orientation, and Euler Angle Orientation >for each tracked rigid body< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visible markers in frame"
comment,"==    -- Marker Detail >for each reconstructed 3D marker< (x,y,z,id,name)"
comment,"== rigidbody: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Rigid Body Marker Location and ID >for each marker in rigid body< (x,y,z,id)"
comment,"==    -- Point Cloud Marker corresponding to each rigid body marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,version,1.1
info,framecount,8479
info,rigidbodycount,0
frame,0,0.00000000,0,9,-1.74633253,0.28398809,0.94267905,1340,Marker-1340,-1.75202262,0.22553194,1.34385967,1183,Marker-1183,-1.82450962,0.43666396,1.21549797,1316,Marker-1316,-1.56608164,0.23814809,1.04100251,1341,Marker-1341,-1.67288148,0.43341196,1.07648301,1345,Marker-1345,-1.68601084,0.07256091,1.07215238,1147,Marker-1147,-4.04341602,0.74602741,3.49287510,1343,Marker-1343,-1.59314597,0.16558361,1.23627937,1346,Marker-1346,-1.91039038,0.34534323,1.05107141,1344,Marker-1344
frame,1,0.00833333,0,9,-1.74633253,0.28398809,0.94267899,1340,Marker-1340,-1.75202262,0.22553194,1.34385967,1183,Marker-1183,-1.82450962,0.43666396,1.21549797,1316,Marker-1316,-1.56608164,0.23814808,1.04100251,1341,Marker-1341,-1.67288148,0.43341196,1.07648301,1345,Marker-1345,-1.68601084,0.07256091,1.07215238,1147,Marker-1147,-4.04341602,0.74602741,3.49287510,1343,Marker-1343,-1.59314597,0.16558361,1.23627937,1346,Marker-1346,-1.91039026,0.34534323,1.05107141,1344,Marker-1344
frame,2,0.01666667,0,9,-1.74633241,0.28398809,0.94267899,1340,Marker-1340,-1.75202262,0.22553194,1.34385967,1183,Marker-1183,-1.82450950,0.43666393,1.21549797,1316,Marker-1316,-1.56608152,0.23814808,1.04100251,1341,Marker-1341,-1.67288148,0.43341196,1.07648301,1345,Marker-1345,-1.68601084,0.07256091,1.07215238,1147,Marker-1147,-4.04341602,0.74602741,3.49287510,1343,Marker-1343,-1.59314597,0.16558361,1.23627937,1346,Marker-1346,-1.91039038,0.34534323,1.05107129,1344,Marker-1344
frame,3,0.02500000,0,9,-1.74633253,0.28398809,0.94267905,1340,Marker-1340,-1.75202262,0.22553194,1.34385967,1183,Marker-1183,-1.82450962,0.43666396,1.21549797,1316,Marker-1316,-1.56608164,0.23814809,1.04100251,1341,Marker-1341,-1.67288148,0.43341196,1.07648301,1345,Marker-1345,-1.68601084,0.07256091,1.07215238,1147,Marker-1147,-4.04341602,0.74602741,3.49287510,1343,Marker-1343,-1.59314597,0.16558361,1.23627937,1346,Marker-1346,-1.91039038,0.34534323,1.05107141,1344,Marker-1344
frame,4,0.03333333,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88760823,0.29146630,1.21981382,1348,Marker-1348,-0.66874903,0.19019660,0.88787216,1349,Marker-1349,-0.69203657,0.06024675,1.03894889,1350,Marker-1350,-0.97981280,0.19789755,1.05792582,1351,Marker-1351,-0.69131082,0.37599665,1.18766475,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70811296,0.38616094,0.92791951,1354,Marker-1354,-0.65735948,0.17450452,1.20944309,1355,Marker-1355,-0.85629249,0.43693733,1.07753527,1356,Marker-1356
frame,5,0.04166667,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88760829,0.29146630,1.21981382,1348,Marker-1348,-0.66874903,0.19019660,0.88787222,1349,Marker-1349,-0.69203657,0.06024675,1.03894889,1350,Marker-1350,-0.97981274,0.19789755,1.05792582,1351,Marker-1351,-0.69131082,0.37599665,1.18766463,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70811296,0.38616091,0.92791951,1354,Marker-1354,-0.65735948,0.17450450,1.20944309,1355,Marker-1355,-0.85629249,0.43693733,1.07753527,1356,Marker-1356
frame,6,0.05000000,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88760829,0.29146630,1.21981382,1348,Marker-1348,-0.66874903,0.19019660,0.88787222,1349,Marker-1349,-0.69203657,0.06024675,1.03894889,1350,Marker-1350,-0.97981280,0.19789755,1.05792582,1351,Marker-1351,-0.69131082,0.37599665,1.18766475,1352,Marker-1352,-0.57166415,0.28433874,1.04169345,1353,Marker-1353,-0.70811296,0.38616094,0.92791951,1354,Marker-1354,-0.65735948,0.17450452,1.20944309,1355,Marker-1355,-0.85629249,0.43693733,1.07753527,1356,Marker-1356
frame,7,0.05833333,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88764292,0.29160357,1.21988201,1348,Marker-1348,-0.66874886,0.19019677,0.88787442,1349,Marker-1349,-0.69203579,0.06025115,1.03894520,1350,Marker-1350,-0.97982287,0.19788927,1.05793858,1351,Marker-1351,-0.69130576,0.37599415,1.18766272,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70809793,0.38615555,0.92791235,1354,Marker-1354,-0.65734172,0.17451778,1.20942545,1355,Marker-1355,-0.85627484,0.43693072,1.07752812,1356,Marker-1356
frame,8,0.06666667,0,10,-0.85399854,0.10061317,0.91948932,1347,Marker-1347,-0.88768882,0.29178554,1.21997261,1348,Marker-1348,-0.66874862,0.19019699,0.88787740,1349,Marker-1349,-0.69203490,0.06025700,1.03894019,1350,Marker-1350,-0.97983623,0.19787830,1.05795562,1351,Marker-1351,-0.69129914,0.37599081,1.18766010,1352,Marker-1352,-0.57166421,0.28433871,1.04169345,1353,Marker-1353,-0.70807809,0.38614845,0.92790306,1354,Marker-1354,-0.65731823,0.17453541,1.20940208,1355,Marker-1355,-0.85625160,0.43692195,1.07751858,1356,Marker-1356
frame,9,0.07500000,0,10,-0.85399854,0.10061317,0.91948926,1347,Marker-1347,-0.88768882,0.29178554,1.21997273,1348,Marker-1348,-0.66874856,0.19019701,0.88787735,1349,Marker-1349,-0.69203490,0.06025700,1.03894031,1350,Marker-1350,-0.97983623,0.19787829,1.05795574,1351,Marker-1351,-0.69129914,0.37599081,1.18766010,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70807809,0.38614845,0.92790306,1354,Marker-1354,-0.65731823,0.17453541,1.20940220,1355,Marker-1355,-0.85625160,0.43692195,1.07751858,1356,Marker-1356
frame,10,0.08333333,0,10,-0.85399854,0.10061317,0.91948926,1347,Marker-1347,-0.88768888,0.29178554,1.21997273,1348,Marker-1348,-0.66874856,0.19019699,0.88787740,1349,Marker-1349,-0.69203490,0.06025700,1.03894031,1350,Marker-1350,-0.97983623,0.19787829,1.05795562,1351,Marker-1351,-0.69129914,0.37599084,1.18766010,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70807815,0.38614845,0.92790312,1354,Marker-1354,-0.65731823,0.17453539,1.20940220,1355,Marker-1355,-0.85625160,0.43692195,1.07751870,1356,Marker-1356
frame,11,0.09166667,0,10,-0.85399854,0.10061316,0.91948920,1347,Marker-1347,-0.88768876,0.29178554,1.21997261,1348,Marker-1348,-0.66874814,0.19019721,0.88788092,1349,Marker-1349,-0.69259131,0.06006082,1.03911459,1350,Marker-1350,-0.97983253,0.19788399,1.05794907,1351,Marker-1351,-0.69130409,0.37599185,1.18766320,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70849109,0.38592675,0.92791295,1354,Marker-1354,-0.65606260,0.17559576,1.20840883,1355,Marker-1355,-0.85626876,0.43691584,1.07753181,1356,Marker-1356
frame,12,0.10000000,0,10,-0.85399860,0.10061316,0.91948932,1347,Marker-1347,-0.88768888,0.29178557,1.21997261,1348,Marker-1348,-0.66874778,0.19019744,0.88788462,1349,Marker-1349,-0.69315219,0.05986310,1.03929043,1350,Marker-1350,-0.97982883,0.19788976,1.05794263,1351,Marker-1351,-0.69130921,0.37599295,1.18766642,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70890749,0.38570336,0.92792308,1354,Marker-1354,-0.65479708,0.17666458,1.20740771,1355,Marker-1355,-0.85628611,0.43690971,1.07754517,1356,Marker-1356
frame,13,0.10833333,0,10,-0.85399854,0.10061317,0.91948926,1347,Marker-1347,-0.88768882,0.29178554,1.21997261,1348,Marker-1348,-0.66874772,0.19019751,0.88788575,1349,Marker-1349,-0.69332886,0.05980080,1.03934574,1350,Marker-1350,-0.97982764,0.19789156,1.05794048,1351,Marker-1351,-0.69131076,0.37599325,1.18766737,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70903862,0.38563293,0.92792618,1354,Marker-1354,-0.65439838,0.17700128,1.20709229,1355,Marker-1355,-0.85629153,0.43690777,1.07754934,1356,Marker-1356
frame,14,0.11666667,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88768882,0.29178554,1.21997261,1348,Marker-1348,-0.66874766,0.19019751,0.88788575,1349,Marker-1349,-0.69332886,0.05980080,1.03934574,1350,Marker-1350,-0.97982764,0.19789158,1.05794048,1351,Marker-1351,-0.69131076,0.37599328,1.18766737,1352,Marker-1352,-0.57166415,0.28433874,1.04169357,1353,Marker-1353,-0.70903867,0.38563296,0.92792618,1354,Marker-1354,-0.65439844,0.17700128,1.20709229,1355,Marker-1355,-0.85629153,0.43690777,1.07754934,1356,Marker-1356
frame,15,0.12500000,0,10,-0.85399854,0.10061316,0.91948920,1347,Marker-1347,-0.88768876,0.29178554,1.21997261,1348,Marker-1348,-0.66874766,0.19019666,0.88788146,1349,Marker-1349,-0.69277430,0.05998942,1.03917968,1350,Marker-1350,-0.97982562,0.19787806,1.05794823,1351,Marker-1351,-0.69132000,0.37598750,1.18767941,1352,Marker-1352,-0.57166409,0.28433871,1.04169345,1353,Marker-1353,-0.70862573,0.38585794,0.92791593,1354,Marker-1354,-0.65567827,0.17592475,1.20810723,1355,Marker-1355,-0.85629833,0.43691140,1.07755148,1356,Marker-1356
frame,16,0.13333333,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88768888,0.29178554,1.21997261,1348,Marker-1348,-0.66874778,0.19019583,0.88787723,1349,Marker-1349,-0.69221961,0.06017809,1.03901374,1350,Marker-1350,-0.97982371,0.19786459,1.05795610,1351,Marker-1351,-0.69132936,0.37598178,1.18769157,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70821273,0.38608304,0.92790568,1354,Marker-1354,-0.65695858,0.17484793,1.20912230,1355,Marker-1355,-0.85630512,0.43691510,1.07755375,1356,Marker-1356
frame,17,0.14166667,0,10,-0.85399854,0.10061316,0.91948926,1347,Marker-1347,-0.88768882,0.29178554,1.21997261,1348,Marker-1348,-0.66874778,0.19019556,0.88787591,1349,Marker-1349,-0.69204491,0.06023753,1.03896141,1350,Marker-1350,-0.97982305,0.19786033,1.05795860,1351,Marker-1351,-0.69133222,0.37597996,1.18769526,1352,Marker-1352,-0.57166415,0.28433871,1.04169345,1353,Marker-1353,-0.70808268,0.38615394,0.92790246,1354,Marker-1354,-0.65736187,0.17450869,1.20944214,1355,Marker-1355,-0.85630727,0.43691623,1.07755446,1356,Marker-1356
